project_id,snapshot_month,dataset_split,sector_name,ministry_name,agency_name,state_name,time_elapsed_pct,cost_escalation_pct,expenditure_pct,physical_progress_pct,physical_financial_gap,progress_deviation,progress_velocity,schedule_slippage_months,overall_risk_score,active_warnings_count,target_cost_overrun_binary
618498,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,121.95,0.71,47.36,99.0,51.64,-1.0,0.0,9.0,38.24,4,0.0
618498,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,124.39,0.71,47.36,99.8,52.44,-0.2,0.8,11.0,29.51,2,0.0
618498,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,126.83,0.71,47.36,99.8,52.44,-0.2,0.0,11.0,40.01,4,0.0
618498,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,129.27,0.71,47.36,99.8,52.44,-0.2,0.0,11.0,40.01,4,0.0
618499,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,111.63,-1.5,39.4,75.0,35.6,-25.0,,0.0,28.0,0,0.0
618499,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,113.95,-1.5,39.4,94.0,54.6,-6.0,19.0,0.0,20.02,0,0.0
618499,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,116.28,-1.5,39.42,94.0,54.58,-6.0,0.0,0.0,30.52,2,0.0
618499,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,118.6,-1.5,39.42,94.14,54.72,-5.86,0.14,9.0,39.91,2,0.0
618499,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,120.93,-1.5,39.43,94.14,54.71,-5.86,0.0,10.0,40.96,4,0.0
618499,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,123.26,-1.5,39.6,94.14,54.54,-5.86,0.0,11.0,42.01,4,0.0
618499,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,125.58,-1.5,39.67,100.0,60.33,0.0,5.86,12.0,30.1,2,0.0
618499,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Uttar Pradesh,127.91,-1.5,39.67,100.0,60.33,0.0,0.0,13.0,41.65,4,0.0
618500,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,170.0,3.22,35.96,76.0,40.04,-24.0,,21.0,46.33,2,0.0
618500,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,173.33,3.22,36.08,76.0,39.92,-24.0,0.0,21.0,56.81,4,0.0
618500,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,176.67,3.22,36.82,76.0,39.18,-24.0,0.0,21.0,56.66,4,0.0
618500,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,180.0,3.22,36.82,76.0,39.18,-24.0,0.0,21.0,56.66,4,0.0
618500,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,183.33,3.22,37.55,76.0,38.45,-24.0,0.0,26.0,59.39,4,0.0
618500,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,186.67,3.22,39.59,76.0,36.41,-24.0,0.0,27.0,58.99,4,0.0
618500,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,190.0,3.22,39.69,78.0,38.31,-22.0,2.0,28.0,48.47,2,0.0
618500,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,193.33,3.22,40.76,78.0,37.24,-22.0,0.0,29.0,58.76,4,0.0
618501,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,152.27,9.48,70.02,99.0,28.98,-1.0,,9.0,22.3,4,1.0
618501,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,154.55,9.48,70.73,99.0,28.27,-1.0,0.0,9.0,32.63,6,1.0
618501,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,156.82,9.48,70.9,100.0,29.1,0.0,1.0,9.0,21.66,4,1.0
618501,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,159.09,9.48,70.9,100.0,29.1,0.0,0.0,27.0,51.06,6,1.0
618501,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,161.36,9.48,71.25,100.0,28.75,0.0,0.0,28.0,52.03,6,1.0
618501,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,163.64,9.48,72.12,100.0,27.88,0.0,0.0,29.0,52.86,6,1.0
618502,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,152.27,22.21,56.81,99.0,42.19,-1.0,,0.0,25.15,2,1.0
618502,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,154.55,22.21,57.65,99.0,41.35,-1.0,0.0,0.0,35.4,4,1.0
618502,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,156.82,22.21,57.94,99.0,41.06,-1.0,0.0,0.0,35.31,4,1.0
618502,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,159.09,22.21,77.78,99.47,21.69,-0.53,0.47,27.0,46.96,4,1.0
618502,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,161.36,22.21,78.33,100.0,21.67,0.0,0.53,28.0,47.62,4,1.0
618502,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,163.64,22.21,82.53,100.0,17.47,0.0,0.0,29.0,57.9,6,1.0
618503,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,176.32,11.74,81.56,99.0,17.44,-1.0,,10.0,20.81,4,1.0
618503,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,178.95,11.74,81.99,100.0,18.01,0.0,1.0,10.0,20.31,4,1.0
618503,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,181.58,11.74,82.02,100.0,17.98,0.0,0.0,10.0,30.8,6,1.0
618503,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,184.21,11.74,82.02,100.0,17.98,0.0,0.0,33.0,54.95,6,1.0
618503,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,186.84,11.74,82.72,100.0,17.28,0.0,0.0,34.0,55.16,6,1.0
618503,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,189.47,11.74,87.39,100.0,12.61,0.0,0.0,35.0,54.21,6,1.0
618503,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,192.11,11.74,97.42,100.0,2.58,0.0,0.0,36.0,52.19,6,1.0
618503,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,194.74,11.74,97.42,100.0,2.58,0.0,0.0,37.0,52.19,6,1.0
618504,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,155.81,14.98,88.48,97.0,8.52,-3.0,,10.0,22.36,4,1.0
618504,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,158.14,14.98,88.48,97.0,8.52,-3.0,0.0,10.0,32.86,6,1.0
618504,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,160.47,14.98,88.6,97.0,8.4,-3.0,0.0,10.0,32.83,6,1.0
618504,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,162.79,14.98,88.6,97.83,9.23,-2.17,0.83,28.0,40.89,4,1.0
618504,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,165.12,14.98,88.64,97.92,9.28,-2.08,0.09,29.0,52.39,6,1.0
618504,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,167.44,14.98,88.79,97.99,9.2,-2.01,0.07,30.0,53.37,6,1.0
618504,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,169.77,14.98,89.98,97.99,8.01,-2.01,0.0,31.0,54.14,6,1.0
618504,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,172.09,14.98,90.0,98.08,8.08,-1.92,0.09,32.0,55.15,6,1.0
618505,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,181.82,-29.05,63.66,85.0,21.34,-15.0,,0.0,8.15,0,0.0
618505,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,186.36,-29.05,64.43,85.0,20.57,-15.0,0.0,0.0,18.61,2,0.0
618505,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,190.91,-29.05,66.06,87.0,20.94,-13.0,2.0,0.0,7.19,0,0.0
618505,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,195.45,-29.05,66.06,87.14,21.08,-12.86,0.14,23.0,41.78,2,0.0
618505,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,200.0,-29.05,67.37,87.14,19.77,-12.86,0.0,25.0,43.81,4,0.0
618505,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,204.55,-29.05,68.45,88.9,20.45,-11.1,1.76,25.0,32.52,2,0.0
618505,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,209.09,-29.05,68.66,88.9,20.24,-11.1,0.0,26.0,44.06,4,0.0
618505,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,213.64,-29.05,68.92,88.9,19.98,-11.1,0.0,26.0,44.04,4,0.0
618507,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,166.67,7.43,86.24,71.0,-15.24,-29.0,,0.0,24.15,0,1.0
618507,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,175.0,7.43,86.24,84.15,-2.09,-15.85,13.15,10.0,22.27,2,1.0
618507,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,183.33,7.43,110.46,84.15,-26.31,-15.85,0.0,12.0,45.5,6,1.0
618507,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,191.67,7.43,110.55,89.5,-21.05,-10.5,5.35,13.0,31.43,4,1.0
618507,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,200.0,7.43,115.12,91.8,-23.32,-8.2,2.3,13.0,31.49,4,1.0
618507,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,208.33,7.43,115.18,91.83,-23.35,-8.17,0.03,14.0,43.04,6,1.0
618508,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,67.65,0.0,26.53,34.0,7.47,-33.65,,0.0,25.8,0,0.0
618508,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,70.59,0.0,26.53,45.97,19.44,-24.62,11.97,0.0,22.01,0,0.0
618508,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,73.53,0.0,38.12,46.39,8.27,-27.14,0.42,0.0,21.23,0,0.0
618508,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,76.47,0.0,38.12,48.0,9.88,-28.47,1.61,5.0,27.03,0,0.0
618508,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,79.41,0.0,38.15,48.73,10.58,-30.68,0.73,5.0,27.96,0,0.0
618508,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Gujarat,82.35,0.0,40.63,48.73,8.1,-33.62,0.0,5.0,39.3,2,0.0
618509,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,166.67,5.43,81.43,99.0,17.57,-1.0,,16.0,27.23,4,1.0
618509,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,169.23,5.43,81.51,99.0,17.49,-1.0,0.0,16.0,37.7,6,1.0
618509,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,171.79,5.43,81.59,99.0,17.41,-1.0,0.0,16.0,37.67,6,1.0
618509,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,174.36,5.43,81.59,99.99,18.4,-0.01,0.99,30.0,41.45,4,1.0
618509,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,176.92,5.43,81.86,99.99,18.13,-0.01,0.0,31.0,52.9,6,1.0
618509,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,179.49,5.43,82.13,99.99,17.86,-0.01,0.0,32.0,53.84,6,1.0
618509,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,182.05,5.43,82.85,99.99,17.14,-0.01,0.0,32.0,53.57,6,1.0
618509,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Delhi,184.62,5.43,83.27,99.99,16.72,-0.01,0.0,34.0,54.8,6,1.0
618512,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,190.2,-10.02,63.78,85.0,21.22,-15.0,,42.0,40.17,2,0.0
618512,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,192.16,-10.02,64.11,86.0,21.89,-14.0,1.0,42.0,40.13,2,0.0
618512,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,194.12,-10.02,64.53,86.0,21.47,-14.0,0.0,42.0,50.57,4,0.0
618512,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,196.08,-10.02,64.53,86.99,22.46,-13.01,0.99,54.0,40.07,2,0.0
618512,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,198.04,-10.02,66.01,87.27,21.26,-12.73,0.28,54.0,39.85,2,0.0
618512,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,200.0,-10.02,66.8,87.5,20.7,-12.5,0.23,54.0,39.74,2,0.0
618512,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,201.96,-10.02,83.07,89.16,6.09,-10.84,1.66,56.0,37.42,2,0.0
618512,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,203.92,-10.02,84.15,89.2,5.05,-10.8,0.04,56.0,47.76,4,0.0
618513,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,129.73,-32.03,42.75,49.0,6.25,-51.0,,15.0,49.38,2,0.0
618513,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,132.43,-32.03,42.85,49.0,6.15,-51.0,0.0,15.0,59.86,4,0.0
618513,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,135.14,-32.03,43.71,45.0,1.29,-55.0,-4.0,15.0,59.64,4,0.0
618513,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,137.84,-32.03,43.71,48.87,5.16,-51.13,3.87,15.0,49.14,2,0.0
618513,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,140.54,-32.03,44.0,49.88,5.88,-50.12,1.01,25.0,49.07,2,0.0
618513,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,143.24,-32.03,44.02,45.47,1.45,-54.53,-4.41,25.0,59.56,4,0.0
618513,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,145.95,-32.03,44.17,45.47,1.3,-54.53,0.0,25.0,59.52,4,0.0
618513,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,148.65,-32.03,44.17,51.14,6.97,-48.86,5.67,25.0,49.02,2,0.0
618514,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,133.33,-86.38,53.88,70.0,16.12,-30.0,,0.0,15.16,0,0.0
618514,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,136.11,-86.38,56.96,73.0,16.04,-27.0,3.0,0.0,13.73,0,0.0
618514,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,138.89,-86.38,58.68,73.0,14.32,-27.0,0.0,0.0,24.13,2,0.0
618514,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,141.67,-86.38,58.68,73.96,15.28,-26.04,0.96,17.0,31.08,2,0.0
618514,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,144.44,-86.38,62.02,73.96,11.94,-26.04,0.0,24.0,47.61,4,0.0
618514,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,147.22,-86.38,62.14,73.96,11.82,-26.04,0.0,24.0,47.6,4,0.0
618514,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,150.0,-86.38,64.66,73.96,9.3,-26.04,0.0,24.0,47.46,4,0.0
618514,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,152.78,-86.38,65.12,90.12,25.0,-9.88,16.16,24.0,31.29,2,0.0
618515,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,119.51,-16.38,89.77,95.0,5.23,-5.0,,8.0,12.71,2,0.0
618515,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,121.95,-16.38,91.82,97.0,5.18,-3.0,2.0,8.0,11.43,2,0.0
618515,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,124.39,-16.38,91.86,98.0,6.14,-2.0,1.0,8.0,11.0,2,0.0
618515,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,126.83,-16.38,91.86,100.0,8.14,0.0,2.0,12.0,14.36,2,0.0
618515,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,129.27,-16.38,95.24,100.0,4.76,0.0,0.0,13.0,25.18,4,0.0
618515,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,131.71,-16.38,95.25,100.0,4.75,0.0,0.0,14.0,26.23,4,0.0
618516,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,120.51,-23.18,92.72,75.0,-17.72,-25.0,,18.0,38.73,2,0.0
618516,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,123.08,-23.18,95.73,77.0,-18.73,-23.0,2.0,18.0,37.79,2,0.0
618516,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,125.64,-23.18,97.98,78.0,-19.98,-22.0,1.0,18.0,37.51,2,0.0
618516,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,128.21,-23.18,97.98,81.1,-16.88,-18.9,3.1,19.0,35.86,2,0.0
618516,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,130.77,-23.18,105.97,83.5,-22.47,-16.5,2.4,19.0,36.99,4,0.0
618516,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,133.33,-23.18,108.08,84.3,-23.78,-15.7,0.8,19.0,37.25,4,0.0
618516,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,135.9,-23.18,108.44,84.8,-23.64,-15.2,0.5,25.0,43.27,4,0.0
618516,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,138.46,-23.18,110.98,85.3,-25.68,-14.7,0.5,25.0,43.98,4,0.0
618517,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,106.67,-32.77,86.4,76.0,-10.4,-24.0,,0.0,16.58,0,0.0
618517,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,108.89,-32.77,88.52,77.0,-11.52,-23.0,1.0,0.0,16.38,0,0.0
618517,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,111.11,-32.77,91.46,80.0,-11.46,-20.0,3.0,0.0,14.7,0,0.0
618517,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,113.33,-32.77,91.46,81.89,-9.57,-18.11,1.89,14.0,23.45,2,0.0
618517,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,115.56,-32.77,95.95,82.89,-13.06,-17.11,1.0,14.0,28.3,2,0.0
618517,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,117.78,-32.77,96.85,83.19,-13.66,-16.81,0.3,14.0,28.33,2,0.0
618517,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,120.0,-32.77,97.5,83.19,-14.31,-16.81,0.0,20.0,45.33,4,0.0
618517,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,122.22,-32.77,97.52,83.19,-14.33,-16.81,0.0,20.0,45.34,4,0.0
618518,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,119.75,24.14,35.1,98.0,62.9,-2.0,,0.0,31.01,2,1.0
618518,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,261.9,24.14,35.1,98.87,63.77,-1.13,0.87,74.0,65.17,4,1.0
618518,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,264.29,24.14,38.24,98.87,60.63,-1.13,0.0,74.0,75.67,6,1.0
618518,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,266.67,24.14,38.24,98.87,60.63,-1.13,0.0,74.0,75.67,6,1.0
618518,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,269.05,24.14,70.52,98.87,28.35,-1.13,0.0,74.0,67.49,6,1.0
618518,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,271.43,24.14,70.52,98.87,28.35,-1.13,0.0,77.0,67.49,6,1.0
618519,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,118.42,-3.35,40.76,58.0,17.24,-42.0,,0.0,30.27,0,0.0
618519,2026-01,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,121.05,-3.35,41.74,75.0,33.26,-25.0,17.0,0.0,22.92,0,0.0
618519,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,123.68,-3.35,46.15,75.0,28.85,-25.0,0.0,0.0,32.48,2,0.0
618519,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,126.32,-3.35,46.15,75.76,29.61,-24.24,0.76,16.0,38.46,2,0.0
618519,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,128.95,-3.35,50.15,75.76,25.61,-24.24,0.0,16.0,48.11,4,0.0
618519,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,131.58,-3.35,53.84,88.75,34.91,-11.25,12.99,19.0,34.52,2,0.0
618519,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,134.21,-3.35,62.7,90.68,27.98,-9.32,1.93,19.0,31.82,2,0.0
618519,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,136.84,-3.35,63.77,92.95,29.18,-7.05,2.27,19.0,30.64,2,0.0
618520,2026-02,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,206.25,24.18,44.13,99.0,54.87,-1.0,,10.0,41.08,4,1.0
618520,2026-03,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,209.38,24.18,51.85,99.2,47.35,-0.8,0.2,36.0,62.75,4,1.0
618520,2026-04,val,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,212.5,24.18,58.88,99.2,40.32,-0.8,0.0,38.0,71.05,6,1.0
618520,2026-05,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,215.62,24.18,58.88,99.2,40.32,-0.8,0.0,39.0,71.05,6,1.0
618520,2026-06,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,218.75,24.18,68.79,99.2,30.41,-0.8,0.0,40.0,67.95,6,1.0
618520,2026-07,test,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Karnataka,221.88,24.18,72.48,99.2,26.72,-0.8,0.0,41.0,66.8,6,1.0
618521,2025-12,train,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,293.33,0.0,55.68,88.0,32.32,-12.0,,50.0,40.95,2,0.0
