project_id,snapshot_month,dataset_split,sector_name,ministry_name,agency_name,state_name,time_elapsed_pct,cost_escalation_pct,expenditure_pct,physical_progress_pct,physical_financial_gap,progress_deviation,progress_velocity,schedule_slippage_months,overall_risk_score,active_warnings_count,target_cost_overrun_binary
400119,2026-01,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Offshore,432.14,5.8,92.51,90.0,-2.51,-10.0,0.0,95.0,52.97,6,1.0
400119,2026-02,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Offshore,435.71,5.8,92.51,90.0,-2.51,-10.0,0.0,95.0,52.97,6,1.0
400119,2026-03,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Offshore,439.29,5.8,92.51,90.0,-2.51,-10.0,0.0,100.0,52.97,6,1.0
400119,2026-04,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Offshore,442.86,5.8,92.51,90.0,-2.51,-10.0,0.0,100.0,52.97,6,1.0
400119,2026-05,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Offshore,446.43,5.8,92.51,90.0,-2.51,-10.0,0.0,102.0,52.97,6,1.0
400119,2026-06,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Offshore,450.0,5.8,92.51,90.0,-2.51,-10.0,0.0,102.0,52.97,6,1.0
400119,2026-07,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Offshore,453.57,5.8,92.51,90.0,-2.51,-10.0,0.0,102.0,52.97,6,1.0
400120,2025-07,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,91.06,0.0,104.37,96.0,-8.37,4.94,,0.0,0.0,0,0.0
400120,2025-08,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,91.87,0.0,97.73,96.0,-1.73,4.13,0.0,0.0,24.04,2,0.0
400120,2025-09,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,223.53,0.0,97.73,96.0,-1.73,-4.0,0.0,72.0,59.04,4,0.0
400120,2025-10,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,225.49,0.0,94.63,96.0,1.37,-4.0,0.0,72.0,63.0,4,0.0
400120,2025-11,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,227.45,0.0,94.82,96.0,1.18,-4.0,0.0,72.0,63.0,4,0.0
400120,2025-12,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,229.41,0.0,95.19,96.0,0.81,-4.0,0.0,72.0,63.0,4,0.0
400120,2026-01,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,231.37,0.0,95.73,96.0,0.27,-4.0,0.0,72.0,63.0,4,0.0
400120,2026-02,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,233.33,0.0,96.33,96.0,-0.33,-4.0,0.0,72.0,63.0,4,0.0
400120,2026-03,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,235.29,0.0,97.01,96.5,-0.51,-3.5,0.5,72.0,52.5,2,0.0
400120,2026-04,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,237.25,0.0,97.04,96.5,-0.54,-3.5,0.0,75.0,63.0,4,0.0
400120,2026-05,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,239.22,0.0,97.04,96.6,-0.44,-3.4,0.1,75.0,63.0,2,0.0
400120,2026-06,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,241.18,0.0,97.36,96.8,-0.56,-3.2,0.2,72.0,50.72,2,0.0
400120,2026-07,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Andhra Pradesh,243.14,0.0,97.59,96.9,-0.69,-3.1,0.1,75.0,59.85,2,0.0
400141,2025-07,train,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,98.02,38.37,68.94,75.0,6.06,-23.02,,0.0,44.67,2,1.0
400141,2025-08,train,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,147.06,38.37,70.19,76.0,5.81,-24.0,1.0,33.0,70.0,4,1.0
400141,2025-09,train,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,148.53,38.37,72.41,77.0,4.59,-23.0,1.0,33.0,70.0,4,1.0
400141,2025-10,train,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,150.0,38.37,73.91,78.0,4.09,-22.0,1.0,33.0,70.0,4,1.0
400141,2025-11,train,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,151.47,38.37,75.92,79.0,3.08,-21.0,1.0,33.0,70.0,4,1.0
400141,2025-12,train,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,152.94,38.37,78.36,80.0,1.64,-20.0,1.0,33.0,70.0,4,1.0
400141,2026-01,train,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,154.41,38.37,80.26,81.0,0.74,-19.0,1.0,42.0,70.0,4,1.0
400141,2026-02,val,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,155.88,38.37,81.73,82.0,0.27,-18.0,1.0,42.0,70.0,4,1.0
400141,2026-03,val,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,157.35,38.37,85.26,92.1,6.84,-7.9,10.1,42.0,69.79,4,1.0
400141,2026-04,val,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,158.82,38.37,86.09,94.2,8.11,-5.8,2.1,42.0,68.97,4,1.0
400141,2026-05,test,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,160.29,38.37,86.66,94.7,8.04,-5.3,0.5,42.0,68.39,4,1.0
400141,2026-06,test,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,161.76,38.37,87.81,95.2,7.39,-4.8,0.5,42.0,67.26,4,1.0
400141,2026-07,test,Construction,Ministry of Mines,National Aluminium Company Limited [NALCO],Odisha,163.24,38.37,88.48,95.64,7.16,-4.36,0.44,42.0,66.59,4,1.0
400145,2025-07,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,98.58,0.0,94.57,85.0,-9.57,-13.58,,0.0,6.28,0,0.0
400145,2025-08,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,141.41,0.0,94.57,85.0,-9.57,-15.0,0.0,42.0,46.08,4,0.0
400145,2025-09,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,142.42,0.0,94.95,85.0,-9.95,-15.0,0.0,43.0,46.04,4,0.0
400145,2025-10,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,143.43,0.0,94.95,85.0,-9.95,-15.0,0.0,44.0,46.04,4,0.0
400145,2025-11,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,144.44,0.0,95.08,85.0,-10.08,-15.0,0.0,45.0,50.56,4,0.0
400147,2025-07,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,71.86,0.0,61.72,81.0,19.28,9.14,,0.0,17.5,0,0.0
400147,2025-08,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,125.22,0.0,61.72,81.0,19.28,-19.0,0.0,84.0,63.0,4,0.0
400147,2025-09,train,Coal,Ministry of Coal,South Eastern Coalfields Limited [SECL],Chhattisgarh,126.09,0.0,61.72,81.0,19.28,-19.0,0.0,84.0,63.0,4,0.0
400148,2025-07,train,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,84.85,0.0,31.57,75.0,43.43,-9.85,,0.0,14.55,0,0.0
400148,2025-08,train,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,188.33,0.0,31.45,75.0,43.55,-25.0,0.0,72.0,55.93,4,0.0
400148,2025-09,train,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,190.0,0.0,31.67,75.0,43.33,-25.0,0.0,72.0,55.9,4,0.0
400148,2025-10,train,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,191.67,0.0,31.67,75.0,43.33,-25.0,0.0,72.0,55.9,4,0.0
400148,2025-11,train,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,193.33,0.0,32.02,75.0,42.98,-25.0,0.0,72.0,55.84,4,0.0
400148,2025-12,train,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,195.0,0.0,32.06,75.0,42.94,-25.0,0.0,72.0,55.84,4,0.0
400148,2026-01,train,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,196.67,0.0,32.18,75.0,42.82,-25.0,0.0,72.0,55.82,4,0.0
400148,2026-02,val,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,198.33,0.0,32.41,75.0,42.59,-25.0,0.0,72.0,55.78,4,0.0
400148,2026-03,val,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,200.0,0.0,37.43,75.15,37.72,-24.85,0.15,72.0,55.02,2,0.0
400148,2026-04,val,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,201.67,0.0,37.43,75.15,37.72,-24.85,0.0,72.0,55.02,4,0.0
400148,2026-05,test,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,203.33,0.0,37.43,75.15,37.72,-24.85,0.0,72.0,55.02,4,0.0
400148,2026-06,test,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,205.0,0.0,37.37,75.15,37.78,-24.85,0.0,72.0,55.03,4,0.0
400148,2026-07,test,Coal,Ministry of Coal,Ministry of Coal,Madhya Pradesh,206.67,0.0,37.39,75.15,37.76,-24.85,0.0,72.0,55.03,4,0.0
400151,2025-07,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,52.17,0.0,89.25,67.0,-22.25,14.83,,,11.48,2,0.0
400151,2025-08,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,53.26,0.0,89.37,67.0,-22.37,13.74,0.0,0.0,22.02,4,0.0
400151,2025-09,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,54.35,0.0,89.37,67.0,-22.37,12.65,0.0,0.0,22.01,4,0.0
400151,2025-10,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,55.43,0.0,89.37,67.0,-22.37,11.57,0.0,0.0,22.01,4,0.0
400151,2025-11,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,56.52,0.0,89.37,67.0,-22.37,10.48,0.0,0.0,22.01,4,0.0
400151,2025-12,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,57.61,0.0,89.37,68.0,-21.37,10.39,1.0,0.0,11.06,2,0.0
400151,2026-01,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,58.7,0.0,77.42,68.0,-9.42,9.3,0.0,0.0,13.58,2,0.0
400151,2026-02,val,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,59.78,0.0,77.42,68.0,-9.42,8.22,0.0,0.0,13.58,2,0.0
400151,2026-03,val,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,60.87,0.0,77.68,68.91,-8.77,8.04,0.91,0.0,3.04,0,0.0
400151,2026-04,val,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,61.96,0.0,77.77,71.38,-6.39,9.42,2.47,0.0,3.03,0,0.0
400151,2026-05,test,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,63.04,0.0,77.81,68.75,-9.06,5.71,-2.63,0.0,13.52,2,0.0
400151,2026-06,test,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,64.13,0.0,94.33,68.9,-25.43,4.77,0.15,0.0,22.57,2,0.0
400151,2026-07,test,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,65.22,0.0,94.33,68.9,-25.43,3.68,0.0,0.0,22.57,4,0.0
400158,2025-07,train,Energy Storage,Ministry of Petroleum & Natural Gas,"Department of Water Resources, River Development & GR",Maharashtra,91.07,39.94,55.33,84.0,28.67,-7.07,,0.0,36.68,2,1.0
400158,2025-08,train,Energy Storage,Ministry of Petroleum & Natural Gas,"Department of Water Resources, River Development & GR",Maharashtra,92.86,39.94,57.2,86.0,28.8,-6.86,2.0,0.0,36.06,2,1.0
400158,2025-09,train,Energy Storage,Ministry of Petroleum & Natural Gas,"Department of Water Resources, River Development & GR",Maharashtra,155.88,39.94,58.12,88.0,29.88,-12.0,2.0,22.0,61.05,4,1.0
400158,2025-10,train,Energy Storage,Ministry of Petroleum & Natural Gas,"Department of Water Resources, River Development & GR",Maharashtra,158.82,39.94,58.79,89.0,30.21,-11.0,1.0,22.0,60.44,4,1.0
400158,2025-11,train,Energy Storage,Ministry of Petroleum & Natural Gas,"Department of Water Resources, River Development & GR",Maharashtra,161.76,39.94,62.11,90.0,27.89,-10.0,1.0,22.0,59.08,4,1.0
400160,2025-07,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,90.34,0.0,95.64,76.0,-19.64,-14.34,,0.0,15.25,0,0.0
400160,2025-08,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,250.67,0.0,95.66,76.0,-19.66,-24.0,0.0,132.0,54.74,4,0.0
400160,2025-09,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,252.0,0.0,95.66,76.0,-19.66,-24.0,0.0,132.0,54.74,4,0.0
400160,2025-10,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,253.33,0.0,95.66,76.0,-19.66,-24.0,0.0,132.0,54.73,4,0.0
400160,2025-11,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,254.67,0.0,95.66,76.0,-19.66,-24.0,0.0,132.0,54.73,4,0.0
400160,2025-12,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,256.0,0.0,95.66,76.0,-19.66,-24.0,0.0,132.0,54.73,4,0.0
400160,2026-01,train,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,257.33,0.0,95.67,77.0,-18.67,-23.0,1.0,132.0,43.79,2,0.0
400160,2026-02,val,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,258.67,0.0,95.67,77.0,-18.67,-23.0,0.0,132.0,54.29,4,0.0
400160,2026-03,val,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,260.0,0.0,95.67,77.19,-18.48,-22.81,0.19,132.0,54.2,2,0.0
400160,2026-04,val,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,261.33,0.0,95.67,78.25,-17.42,-21.75,1.06,132.0,43.23,2,0.0
400160,2026-05,test,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,262.67,0.0,95.67,76.99,-18.68,-23.01,-1.26,132.0,54.29,4,0.0
400160,2026-06,test,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,264.0,0.0,95.76,75.61,-20.15,-24.39,-1.38,132.0,54.95,6,0.0
400160,2026-07,test,Coal,Ministry of Coal,Ministry of Coal,Jharkhand,265.33,0.0,95.67,75.61,-20.06,-24.39,0.0,132.0,54.91,6,0.0
400161,2025-07,train,Energy Storage,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],Uttar Pradesh,98.7,42.66,77.29,97.0,19.71,-1.7,,0.0,28.27,2,1.0
400161,2025-08,train,Energy Storage,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],Uttar Pradesh,98.72,42.66,78.44,97.0,18.56,-1.72,0.0,0.0,38.52,4,1.0
400161,2025-09,train,Energy Storage,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],Uttar Pradesh,134.48,42.66,79.21,98.0,18.79,-2.0,1.0,21.0,50.01,4,1.0
400161,2025-10,train,Energy Storage,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],Uttar Pradesh,136.21,42.66,80.14,98.0,17.86,-2.0,0.0,22.0,61.35,6,1.0
400161,2025-11,train,Energy Storage,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],Uttar Pradesh,137.93,42.66,80.91,99.0,18.09,-1.0,1.0,23.0,51.31,4,1.0
400161,2025-12,train,Energy Storage,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],Uttar Pradesh,139.66,42.66,82.06,99.0,16.94,-1.0,0.0,35.0,71.97,6,1.0
400161,2026-01,train,Energy Storage,Ministry of Petroleum & Natural Gas,Gas Authority of India Limited [GAIL],Uttar Pradesh,141.38,42.66,82.6,99.0,16.4,-1.0,0.0,25.0,63.52,6,1.0
400162,2025-07,train,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,78.26,0.0,45.86,46.0,0.14,-32.26,,0.0,23.01,0,0.0
400162,2025-08,train,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,165.91,0.0,45.78,47.0,1.22,-53.0,1.0,48.0,44.48,2,0.0
400162,2025-09,train,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,168.18,0.0,46.87,47.0,0.13,-53.0,0.0,48.0,54.79,4,0.0
400162,2025-10,train,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,170.45,0.0,47.15,47.0,-0.15,-53.0,0.0,48.0,54.74,4,0.0
400162,2025-11,train,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,172.73,0.0,47.74,47.0,-0.74,-53.0,0.0,48.0,54.63,4,0.0
400162,2025-12,train,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,175.0,0.0,48.93,48.0,-0.93,-52.0,1.0,48.0,43.93,2,0.0
400162,2026-01,train,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,177.27,0.0,49.32,48.0,-1.32,-52.0,0.0,48.0,54.36,4,0.0
400162,2026-02,val,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,179.55,0.0,49.52,48.0,-1.52,-52.0,0.0,48.0,54.32,4,0.0
400162,2026-03,val,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,181.82,0.0,51.83,50.0,-1.83,-50.0,2.0,48.0,43.42,2,0.0
400162,2026-04,val,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,184.09,0.0,51.88,50.0,-1.88,-50.0,0.0,48.0,53.91,4,0.0
400162,2026-05,test,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,186.36,0.0,52.16,50.39,-1.77,-49.61,0.39,48.0,43.36,2,0.0
400162,2026-06,test,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,188.64,0.0,68.53,51.08,-17.45,-48.92,0.69,48.0,48.35,2,0.0
400162,2026-07,test,Coal,Ministry of Coal,Northern Coalfields Limited [NCL],Madhya Pradesh,190.91,0.0,54.6,51.31,-3.29,-48.69,0.23,48.0,42.93,2,0.0
400167,2025-07,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,92.66,0.0,99.51,94.0,-5.51,1.34,,0.0,0.1,0,0.0
400167,2025-08,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,93.58,0.0,99.52,94.0,-5.52,0.42,0.0,0.0,10.6,2,0.0
400167,2025-09,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,94.5,0.0,99.52,94.0,-5.52,-0.5,0.0,0.0,10.81,2,0.0
400167,2025-10,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,95.41,0.0,98.02,94.0,-4.02,-1.41,0.0,0.0,11.5,2,0.0
400167,2025-11,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,96.33,0.0,98.14,95.0,-3.14,-1.33,1.0,0.0,0.94,0,0.0
400167,2025-12,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,97.25,0.0,98.56,95.0,-3.56,-2.25,0.0,0.0,11.74,2,0.0
400167,2026-01,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,98.17,0.0,98.32,95.0,-3.32,-3.17,0.0,0.0,12.17,2,0.0
400167,2026-02,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,99.08,0.0,98.7,95.0,-3.7,-4.08,0.0,0.0,12.48,2,0.0
400167,2026-03,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,100.0,0.0,99.09,95.9,-3.19,-4.1,0.9,1.0,2.96,0,0.0
400167,2026-04,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,100.92,0.0,99.14,95.9,-3.24,-4.1,0.0,9.0,21.85,4,0.0
400167,2026-05,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,101.83,0.0,95.75,95.9,0.15,-4.1,0.0,9.0,22.54,4,0.0
400167,2026-06,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,102.75,0.0,96.15,96.8,0.65,-3.2,0.9,9.0,11.58,2,0.0
400167,2026-07,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,103.67,0.0,97.0,96.8,-0.2,-3.2,0.0,9.0,21.9,4,0.0
400168,2025-07,train,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,94.44,27.95,60.13,85.0,24.87,-9.44,,0.0,36.14,2,1.0
400168,2025-08,train,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,96.3,27.95,61.1,85.0,23.9,-11.3,0.0,0.0,47.42,4,1.0
400168,2025-09,train,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,110.42,27.95,62.1,86.0,23.9,-14.0,1.0,8.0,46.45,4,1.0
400168,2025-10,train,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,112.5,27.95,63.28,86.0,22.72,-14.0,0.0,8.0,56.95,6,1.0
400168,2025-11,train,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,114.58,27.95,64.08,87.0,22.92,-13.0,1.0,14.0,52.33,4,1.0
400168,2025-12,train,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,116.67,27.95,65.49,88.0,22.51,-12.0,1.0,14.0,51.91,4,1.0
400168,2026-01,train,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,118.75,27.95,67.24,88.0,20.76,-12.0,0.0,14.0,62.41,6,1.0
400168,2026-02,val,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,120.83,27.95,68.86,89.0,20.14,-11.0,1.0,24.0,61.99,4,1.0
400168,2026-03,val,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,122.92,27.95,70.37,90.0,19.63,-10.0,1.0,24.0,61.57,4,1.0
400168,2026-04,val,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,125.0,27.95,71.11,90.7,19.59,-9.3,0.7,24.0,61.28,4,1.0
400168,2026-05,test,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,127.08,27.95,72.08,91.1,19.02,-8.9,0.4,26.0,63.21,4,1.0
400168,2026-06,test,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,129.17,27.95,77.66,91.6,13.94,-8.4,0.5,26.0,63.0,4,1.0
400168,2026-07,test,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,Maharashtra,131.25,27.95,78.73,91.9,13.17,-8.1,0.3,26.0,62.88,4,1.0
400169,2025-07,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,94.44,36.29,58.73,77.0,18.27,-17.44,,0.0,32.59,2,1.0
400169,2025-08,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,96.3,36.29,58.74,79.0,20.26,-17.3,2.0,0.0,32.53,2,1.0
400169,2025-09,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,112.77,36.29,62.67,83.0,20.33,-17.0,4.0,7.0,39.16,4,1.0
400169,2025-10,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,114.89,36.29,66.59,85.0,18.41,-15.0,2.0,12.0,42.98,4,1.0
400169,2025-11,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,117.02,36.29,66.61,87.0,20.39,-13.0,2.0,12.0,42.14,4,1.0
400169,2025-12,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,119.15,36.29,69.77,88.0,18.23,-12.0,1.0,12.0,41.24,4,1.0
400169,2026-01,train,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,121.28,36.29,69.77,89.0,19.23,-11.0,1.0,12.0,40.82,4,1.0
400169,2026-02,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,123.4,36.29,69.77,89.0,19.23,-11.0,0.0,14.0,53.42,6,1.0
400169,2026-03,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,125.53,36.29,70.16,89.8,19.64,-10.2,0.8,16.0,44.63,4,1.0
400169,2026-04,val,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,127.66,33.97,72.5,90.0,17.5,-10.0,0.2,16.0,42.9,4,1.0
400169,2026-05,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,129.79,33.97,73.07,91.0,17.93,-9.0,1.0,16.0,42.4,4,1.0
400169,2026-06,test,Energy Storage,Ministry of Petroleum & Natural Gas,Oil and Natural Gas Corporation Limited [ONGC],Gujarat,131.91,33.97,73.08,92.1,19.02,-7.9,1.1,16.0,41.93,4,1.0
