project_id,snapshot_month,dataset_split,time_elapsed_pct,time_remaining_pct,cost_escalation_pct,cost_growth_factor,expenditure_pct,physical_progress_pct,financial_progress_pct,physical_financial_gap,progress_deviation,progress_velocity,expenditure_velocity,progress_3m_delta,schedule_slippage_months,overall_risk_score,active_warnings_count,sector_name,ministry_name,agency_name,state_name,target_cost_overrun_binary,target_final_cost_cr,target_cost_overrun_amount_cr,target_cost_overrun_pct,target_schedule_overrun_binary,target_delay_months,is_censored,target_observation_month,feature_version,target_version,leakage_check_passed
618739,2026-04,val,135.14,-35.14,2.62,1.026,23.95,45.35,23.95,21.4,-54.65,1.22,-0.27,12.35,18.0,53.88,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1427.43,36.51,2.62,1.0,28.0,0,2026-07,v1.0,v1.0,1
618739,2026-05,test,137.84,-37.84,2.62,1.026,25.78,46.79,25.78,21.01,-53.21,1.44,26.17,5.79,28.0,53.88,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1427.43,36.51,2.62,1.0,28.0,0,2026-07,v1.0,v1.0,1
618739,2026-06,test,140.54,-40.54,2.62,1.026,42.35,54.1,42.35,11.75,-45.9,7.31,236.46,9.97,28.0,50.78,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1427.43,36.51,2.62,1.0,28.0,0,2026-07,v1.0,v1.0,1
618739,2026-07,test,143.24,-43.24,2.62,1.026,45.01,54.8,45.01,9.79,-45.2,0.7,37.94,9.45,28.0,50.11,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1427.43,36.51,2.62,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2025-12,train,112.2,-12.2,3.46,1.035,15.75,34.0,15.75,18.25,-66.0,,,,5.0,52.29,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2026-01,train,114.63,-14.63,3.46,1.035,12.52,39.0,12.52,26.48,-61.0,5.0,-49.97,,5.0,50.19,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2026-02,val,117.07,-17.07,3.46,1.035,16.7,40.0,16.7,23.3,-60.0,1.0,64.62,,5.0,49.77,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2026-03,val,119.51,-19.51,3.46,1.035,16.7,42.6,16.7,25.9,-57.4,2.6,0.0,8.6,23.0,54.32,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2026-04,val,121.95,-21.95,3.46,1.035,17.12,43.6,17.12,26.48,-56.4,1.0,6.56,4.6,23.0,54.32,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2026-05,test,124.39,-24.39,3.46,1.035,18.26,43.8,18.26,25.54,-56.2,0.2,17.61,3.8,28.0,54.32,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2026-06,test,126.83,-26.83,3.46,1.035,42.98,50.15,42.98,7.17,-49.85,6.35,382.22,7.55,28.0,52.24,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618740,2026-07,test,129.27,-29.27,3.46,1.035,45.43,50.8,45.43,5.37,-49.2,0.65,37.84,7.2,28.0,51.58,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,0.0,1546.07,51.76,3.46,1.0,28.0,0,2026-07,v1.0,v1.0,1
618741,2025-12,train,128.57,-28.57,6.01,1.06,17.54,23.0,17.54,5.46,-77.0,,,,0.0,53.0,2,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618741,2026-01,train,131.43,-31.43,6.01,1.06,17.56,30.0,17.56,12.44,-70.0,7.0,0.27,,0.0,50.06,2,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618741,2026-02,val,134.29,-34.29,6.01,1.06,21.15,30.0,21.15,8.85,-70.0,0.0,70.73,,10.0,66.16,6,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618741,2026-03,val,137.14,-37.14,6.01,1.06,21.15,31.34,21.15,10.19,-68.66,1.34,0.0,8.34,28.0,55.66,4,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618741,2026-04,val,140.0,-40.0,6.01,1.06,21.16,32.17,21.16,11.01,-67.83,0.83,0.25,2.17,28.0,55.66,4,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618741,2026-05,test,142.86,-42.86,6.01,1.06,21.61,32.68,21.61,11.07,-67.32,0.51,8.91,2.68,37.0,55.66,4,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618741,2026-06,test,145.71,-45.71,6.01,1.06,47.19,33.48,47.19,-13.71,-66.52,0.8,503.7,2.14,37.0,61.82,4,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618741,2026-07,test,148.57,-48.57,6.01,1.06,48.61,36.25,48.61,-12.36,-63.75,2.77,27.93,4.08,37.0,61.22,4,Roads & Highways,Ministry of Road Transport & Highways,NHAI,Bihar,1.0,1969.3,111.72,6.01,1.0,37.0,0,2026-07,v1.0,v1.0,1
618742,2026-04,val,38.46,61.54,0.0,1.0,0.12,0.0,0.12,-0.12,-38.46,,,,0.0,33.65,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,,,,,,,1,2026-07,v1.0,v1.0,1
618742,2026-05,test,41.03,58.97,0.0,1.0,0.12,0.0,0.12,-0.12,-41.03,0.0,0.04,,0.0,45.23,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,,,,,,,1,2026-07,v1.0,v1.0,1
618742,2026-06,test,43.59,56.41,0.0,1.0,1.12,0.5,1.12,-0.62,-43.09,0.5,11.08,,0.0,35.6,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,,,,,,,1,2026-07,v1.0,v1.0,1
618742,2026-07,test,46.15,53.85,0.0,1.0,1.12,0.8,1.12,-0.32,-45.35,0.3,0.01,0.8,0.0,36.55,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Bihar,,,,,,,1,2026-07,v1.0,v1.0,1
618743,2026-02,val,107.73,-7.73,-58.84,0.412,18.45,100.0,18.45,81.55,0.0,,,,,5.15,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,360.88,-516.0,-58.84,0.0,0.0,0,2026-05,v1.0,v1.0,1
618743,2026-03,val,108.21,-8.21,-58.84,0.412,18.45,100.0,18.45,81.55,0.0,0.0,0.0,,,15.65,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,360.88,-516.0,-58.84,0.0,0.0,0,2026-05,v1.0,v1.0,1
618743,2026-04,val,108.41,-8.41,-58.84,0.412,18.45,100.0,18.45,81.55,0.0,0.0,0.0,,0.0,15.65,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,360.88,-516.0,-58.84,0.0,0.0,0,2026-05,v1.0,v1.0,1
618743,2026-05,test,108.88,-8.88,-58.84,0.412,18.45,100.0,18.45,81.55,0.0,0.0,0.0,0.0,0.0,15.65,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,360.88,-516.0,-58.84,0.0,0.0,0,2026-05,v1.0,v1.0,1
618744,2025-12,train,128.57,-28.57,-26.5,0.735,82.35,92.0,82.35,9.65,-8.0,,,,0.0,5.8,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618744,2026-01,train,131.43,-31.43,-26.5,0.735,83.76,93.0,83.76,9.24,-7.0,1.0,11.1,,0.0,5.19,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618744,2026-02,val,134.29,-34.29,-26.5,0.735,85.06,93.0,85.06,7.94,-7.0,0.0,10.35,,0.0,15.51,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618744,2026-03,val,137.14,-37.14,-26.5,0.735,85.06,94.9,85.06,9.84,-5.1,1.9,0.0,2.9,15.0,19.96,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618744,2026-04,val,140.0,-40.0,-26.5,0.735,85.84,95.41,85.84,9.57,-4.59,0.51,6.12,2.41,16.0,20.69,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618744,2026-05,test,142.86,-42.86,-26.5,0.735,85.84,95.41,85.84,9.57,-4.59,0.0,0.01,2.41,17.0,32.24,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618744,2026-06,test,145.71,-45.71,-26.5,0.735,85.84,95.51,85.84,9.67,-4.49,0.1,0.0,0.61,17.0,32.2,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618744,2026-07,test,148.57,-48.57,-26.5,0.735,86.6,95.95,86.6,9.35,-4.05,0.44,6.03,0.54,18.0,22.46,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,791.6,-285.37,-26.5,1.0,18.0,0,2026-07,v1.0,v1.0,1
618745,2025-12,train,121.05,-21.05,-13.69,0.863,80.65,99.0,80.65,18.35,-1.0,,,,0.0,4.27,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,1137.16,-180.44,-13.69,1.0,14.0,0,2026-05,v1.0,v1.0,1
618745,2026-01,train,123.68,-23.68,-13.69,0.863,80.85,99.0,80.85,18.15,-1.0,0.0,2.28,,0.0,14.73,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,1137.16,-180.44,-13.69,1.0,14.0,0,2026-05,v1.0,v1.0,1
618745,2026-02,val,126.32,-26.32,-13.69,0.863,80.87,99.0,80.87,18.13,-1.0,0.0,0.3,,0.0,14.73,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,1137.16,-180.44,-13.69,1.0,14.0,0,2026-05,v1.0,v1.0,1
618745,2026-03,val,128.95,-28.95,-13.69,0.863,80.87,99.96,80.87,19.09,-0.04,0.96,0.0,0.96,12.0,16.42,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,1137.16,-180.44,-13.69,1.0,14.0,0,2026-05,v1.0,v1.0,1
618745,2026-04,val,131.58,-31.58,-13.69,0.863,81.48,99.98,81.48,18.5,-0.02,0.02,6.9,0.98,13.0,27.84,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,1137.16,-180.44,-13.69,1.0,14.0,0,2026-05,v1.0,v1.0,1
618745,2026-05,test,134.21,-34.21,-13.69,0.863,81.96,99.99,81.96,18.03,-0.01,0.01,5.46,0.99,14.0,28.79,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Tamil Nadu,0.0,1137.16,-180.44,-13.69,1.0,14.0,0,2026-05,v1.0,v1.0,1
618746,2025-12,train,131.11,-31.11,67.7,1.677,42.67,91.0,42.67,48.33,-9.0,,,,15.0,54.53,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618746,2026-01,train,133.33,-33.33,67.7,1.677,42.67,92.0,42.67,49.33,-8.0,1.0,0.01,,15.0,54.11,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618746,2026-02,val,135.56,-35.56,67.7,1.677,42.68,92.0,42.68,49.32,-8.0,0.0,0.07,,15.0,64.61,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618746,2026-03,val,137.78,-37.78,67.7,1.677,42.68,95.05,42.68,52.37,-4.95,3.05,0.0,4.05,18.0,55.98,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618746,2026-04,val,140.0,-40.0,67.7,1.677,47.51,95.8,47.51,48.29,-4.2,0.75,64.59,3.8,24.0,61.96,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618746,2026-05,test,142.22,-42.22,67.7,1.677,47.52,96.4,47.52,48.88,-3.6,0.6,0.07,4.4,24.0,61.71,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618746,2026-06,test,144.44,-44.44,67.7,1.677,51.19,96.4,51.19,45.21,-3.6,0.0,49.14,1.35,24.0,72.21,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618746,2026-07,test,146.67,-46.67,67.7,1.677,51.2,97.26,51.2,46.06,-2.74,0.86,0.11,1.46,24.0,61.35,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Telangana,1.0,1337.18,539.82,67.7,1.0,24.0,0,2026-07,v1.0,v1.0,1
618747,2025-12,train,131.11,-31.11,47.93,1.479,37.44,98.0,37.44,60.56,-2.0,,,,11.0,47.39,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618747,2026-01,train,136.36,-36.36,47.93,1.479,37.44,98.0,37.44,60.56,-2.0,0.0,0.0,,12.0,58.94,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618747,2026-02,val,138.64,-38.64,47.93,1.479,35.97,98.0,35.97,62.03,-2.0,0.0,-18.05,,12.0,58.94,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618747,2026-03,val,140.91,-40.91,47.93,1.479,35.97,98.82,35.97,62.85,-1.18,0.82,0.0,0.82,19.0,55.45,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618747,2026-04,val,143.18,-43.18,47.93,1.479,42.28,98.82,42.28,56.54,-1.18,0.0,77.53,0.82,20.0,67.0,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618747,2026-05,test,145.45,-45.45,47.93,1.479,42.29,98.82,42.29,56.53,-1.18,0.0,0.02,0.82,21.0,68.05,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618747,2026-06,test,147.73,-47.73,47.93,1.479,52.93,98.82,52.93,45.89,-1.18,0.0,130.61,0.0,22.0,69.1,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618747,2026-07,test,150.0,-50.0,47.93,1.479,52.94,98.82,52.94,45.88,-1.18,0.0,0.07,0.0,23.0,70.15,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,1.0,1227.07,397.57,47.93,1.0,23.0,0,2026-07,v1.0,v1.0,1
618748,2025-12,train,132.61,-32.61,32.08,1.321,42.84,94.0,42.84,51.16,-6.0,,,,8.0,35.28,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,752.02,182.65,32.08,1.0,8.0,0,2026-05,v1.0,v1.0,1
618748,2026-01,train,134.78,-34.78,32.08,1.321,42.85,100.0,42.85,57.15,0.0,6.0,0.04,,8.0,32.76,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,752.02,182.65,32.08,1.0,8.0,0,2026-05,v1.0,v1.0,1
618748,2026-02,val,136.96,-36.96,32.08,1.321,47.32,100.0,47.32,52.68,0.0,0.0,33.65,,8.0,42.67,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,752.02,182.65,32.08,1.0,8.0,0,2026-05,v1.0,v1.0,1
618748,2026-03,val,139.13,-39.13,32.08,1.321,47.32,100.0,47.32,52.68,0.0,0.0,0.0,6.0,8.0,42.67,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,752.02,182.65,32.08,1.0,8.0,0,2026-05,v1.0,v1.0,1
618748,2026-04,val,141.3,-41.3,32.08,1.321,47.32,100.0,47.32,52.68,0.0,0.0,0.0,0.0,8.0,42.67,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,752.02,182.65,32.08,1.0,8.0,0,2026-05,v1.0,v1.0,1
618748,2026-05,test,143.48,-43.48,32.08,1.321,47.32,100.0,47.32,52.68,0.0,0.0,0.0,0.0,8.0,42.67,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,752.02,182.65,32.08,1.0,8.0,0,2026-05,v1.0,v1.0,1
618749,2025-12,train,133.33,-33.33,30.13,1.301,40.6,88.0,40.6,47.4,-12.0,,,,9.0,39.94,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,926.48,214.54,30.13,1.0,22.0,0,2026-06,v1.0,v1.0,1
618749,2026-01,train,135.56,-35.56,30.13,1.301,40.61,95.0,40.61,54.39,-5.0,7.0,0.09,,9.0,37.0,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,926.48,214.54,30.13,1.0,22.0,0,2026-06,v1.0,v1.0,1
618749,2026-02,val,137.78,-37.78,30.13,1.301,44.04,96.0,44.04,51.96,-4.0,1.0,31.79,,9.0,36.02,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,926.48,214.54,30.13,1.0,22.0,0,2026-06,v1.0,v1.0,1
618749,2026-03,val,140.0,-40.0,30.13,1.301,44.04,97.96,44.04,53.92,-2.04,1.96,0.0,9.96,19.0,45.7,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,926.48,214.54,30.13,1.0,22.0,0,2026-06,v1.0,v1.0,1
618749,2026-04,val,142.22,-42.22,30.13,1.301,45.65,99.66,45.65,54.01,-0.34,1.7,14.98,4.66,21.0,46.82,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,926.48,214.54,30.13,1.0,22.0,0,2026-06,v1.0,v1.0,1
618749,2026-05,test,144.44,-44.44,30.13,1.301,45.66,99.66,45.66,54.0,-0.34,0.0,0.07,3.66,21.0,57.32,6,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,926.48,214.54,30.13,1.0,22.0,0,2026-06,v1.0,v1.0,1
618749,2026-06,test,146.67,-46.67,30.13,1.301,61.2,100.0,61.2,38.8,0.0,0.34,143.92,2.04,22.0,45.21,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Andhra Pradesh,1.0,926.48,214.54,30.13,1.0,22.0,0,2026-06,v1.0,v1.0,1
618751,2025-12,train,108.57,-8.57,1.9,1.019,30.82,55.0,30.82,24.18,-45.0,,,,7.0,34.42,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618751,2026-01,train,111.43,-11.43,1.9,1.019,34.96,68.0,34.96,33.04,-32.0,13.0,24.51,,7.0,28.53,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618751,2026-02,val,114.29,-14.29,1.9,1.019,38.87,68.0,38.87,29.13,-32.0,0.0,23.15,,7.0,38.63,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618751,2026-03,val,117.14,-17.14,1.9,1.019,38.87,68.87,38.87,30.0,-31.13,0.87,0.0,13.87,7.0,27.76,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618751,2026-04,val,120.0,-20.0,1.9,1.019,41.05,69.04,41.05,27.99,-30.96,0.17,12.92,1.04,16.0,47.42,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618751,2026-05,test,122.86,-22.86,1.9,1.019,41.52,69.04,41.52,27.52,-30.96,0.0,2.79,1.04,16.0,47.37,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618751,2026-06,test,125.71,-25.71,1.9,1.019,46.15,69.04,46.15,22.89,-30.96,0.0,27.47,0.17,18.0,48.99,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618751,2026-07,test,128.57,-28.57,1.9,1.019,46.18,69.04,46.18,22.86,-30.96,0.0,0.16,0.0,18.0,48.98,4,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Madhya Pradesh,0.0,592.71,11.06,1.9,1.0,18.0,0,2026-07,v1.0,v1.0,1
618754,2026-02,val,40.74,59.26,-42.9,0.571,17.55,17.0,17.55,-0.55,-23.74,,,,0.0,14.4,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,,,,,,,1,2026-07,v1.0,v1.0,1
618754,2026-03,val,44.44,55.56,-42.9,0.571,17.55,26.2,17.55,8.65,-18.24,9.2,0.0,,0.0,12.09,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,,,,,,,1,2026-07,v1.0,v1.0,1
618754,2026-04,val,48.15,51.85,-42.9,0.571,31.28,33.37,31.28,2.09,-14.78,7.17,42.2,,0.0,9.9,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,,,,,,,1,2026-07,v1.0,v1.0,1
618754,2026-05,test,51.85,48.15,-42.9,0.571,36.84,38.51,36.84,1.67,-13.34,5.14,17.08,21.51,0.0,9.0,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,,,,,,,1,2026-07,v1.0,v1.0,1
618754,2026-06,test,55.56,44.44,-42.9,0.571,52.16,41.08,52.16,-11.08,-14.48,2.57,47.08,14.88,0.0,13.64,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,,,,,,,1,2026-07,v1.0,v1.0,1
618754,2026-07,test,59.26,40.74,-42.9,0.571,52.33,43.57,52.33,-8.76,-15.69,2.49,0.5,10.2,0.0,9.15,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],Maharashtra,,,,,,,1,2026-07,v1.0,v1.0,1
618755,2026-02,val,95.83,4.17,-36.85,0.631,61.55,90.0,61.55,28.45,-5.83,,,,0.0,3.13,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,0.0,100.74,-58.79,-36.85,0.0,3.0,0,2026-05,v1.0,v1.0,1
618755,2026-03,val,100.0,0.0,-36.85,0.631,61.55,99.09,61.55,37.54,-0.91,9.09,0.0,,2.0,3.16,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,0.0,100.74,-58.79,-36.85,0.0,3.0,0,2026-05,v1.0,v1.0,1
618755,2026-04,val,104.17,-4.17,-36.85,0.631,71.74,100.0,71.74,28.26,0.0,0.91,10.26,,2.0,2.6,0,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,0.0,100.74,-58.79,-36.85,0.0,3.0,0,2026-05,v1.0,v1.0,1
618755,2026-05,test,108.33,-8.33,-36.85,0.631,71.91,100.0,71.91,28.09,0.0,0.0,0.17,10.0,3.0,14.15,2,Roads & Highways,Ministry of Road Transport & Highways,National Highways Authority of India [NHAI],,0.0,100.74,-58.79,-36.85,0.0,3.0,0,2026-05,v1.0,v1.0,1
