project_id,snapshot_month,dataset_split,time_elapsed_pct,time_remaining_pct,cost_escalation_pct,cost_growth_factor,expenditure_pct,physical_progress_pct,financial_progress_pct,physical_financial_gap,progress_deviation,progress_velocity,expenditure_velocity,progress_3m_delta,schedule_slippage_months,overall_risk_score,active_warnings_count,sector_name,ministry_name,agency_name,state_name,target_cost_overrun_binary,target_final_cost_cr,target_cost_overrun_amount_cr,target_cost_overrun_pct,target_schedule_overrun_binary,target_delay_months,is_censored,target_observation_month,feature_version,target_version,leakage_check_passed
060100093,2025-04,train,116.34,-16.34,0.0,1.0,0.65,77.0,0.65,76.35,-23.0,,,,36.0,52.5,2,Civil Aviation,Ministry of Civil Aviation,SECL,Unknown,0.0,11816.4,0.0,0.0,1.0,36.0,0,2025-06,v1.0,v1.0,1
060100093,2025-05,train,116.99,-16.99,,,55.82,77.2,55.82,21.38,-22.8,0.2,6519.05,,36.0,52.5,2,Civil Aviation,Ministry of Civil Aviation,SECL,Unknown,0.0,11816.4,0.0,0.0,1.0,36.0,0,2025-06,v1.0,v1.0,1
060100093,2025-06,train,117.65,-17.65,,,56.0,77.2,56.0,21.2,-22.8,0.0,20.79,,36.0,63.0,4,Civil Aviation,Ministry of Civil Aviation,SECL,Unknown,0.0,11816.4,0.0,0.0,1.0,36.0,0,2025-06,v1.0,v1.0,1
108841,2026-06,test,58.62,41.38,0.0,1.0,11.63,0.0,11.63,-11.63,-58.62,,,,0.0,47.35,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,,,,,,,,1,2026-07,v1.0,v1.0,1
108841,2026-07,test,60.34,39.66,0.0,1.0,11.63,8.15,11.63,-3.48,-52.19,8.15,0.0,,0.0,39.42,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,,,,,,,,1,2026-07,v1.0,v1.0,1
124199,2026-07,test,52.24,47.76,0.0,1.0,10.0,0.0,10.0,-10.0,-52.24,,,,0.0,35.12,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,Unknown,,,,,,,1,2026-07,v1.0,v1.0,1
171218,2026-07,test,64.81,35.19,0.0,1.0,0.0,26.58,0.0,26.58,-38.23,,,,0.0,33.56,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,Unknown,,,,,,,1,2026-07,v1.0,v1.0,1
175860,2026-07,test,62.71,37.29,0.0,1.0,11.37,8.4,11.37,-2.97,-54.31,,,,0.0,40.31,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,Unknown,,,,,,,1,2026-07,v1.0,v1.0,1
180100210,2025-04,train,322.62,-222.62,232.82,3.328,0.77,100.0,0.77,99.23,0.0,,,,187.0,70.0,4,Civil Aviation,Ministry of Civil Aviation,NHPC,Unknown,0.0,3919.59,0.0,0.0,0.0,,0,2025-06,v1.0,v1.0,1
180100210,2025-05,train,,,0.0,1.0,327.4,7.0,327.4,-320.4,,-93.0,12732.59,,,15.0,2,Civil Aviation,Ministry of Civil Aviation,NHPC,Unknown,0.0,3919.59,0.0,0.0,0.0,,0,2025-06,v1.0,v1.0,1
180100210,2025-06,train,,,0.0,1.0,327.4,20.0,327.4,-307.4,,13.0,0.0,,,15.0,2,Civil Aviation,Ministry of Civil Aviation,NHPC,Unknown,0.0,3919.59,0.0,0.0,0.0,,0,2025-06,v1.0,v1.0,1
180100221,2025-04,train,308.33,-208.33,314.86,4.149,0.37,3.0,0.37,2.63,-97.0,,,,188.0,70.0,4,Civil Aviation,Ministry of Civil Aviation,NHPC,Unknown,1.0,26075.54,19790.21,314.86,1.0,188.0,0,2025-06,v1.0,v1.0,1
180100221,2025-05,train,309.52,-209.52,314.86,4.149,0.37,3.0,0.37,2.63,-97.0,0.0,0.29,,188.0,80.5,6,Civil Aviation,Ministry of Civil Aviation,NHPC,Unknown,1.0,26075.54,19790.21,314.86,1.0,188.0,0,2025-06,v1.0,v1.0,1
180100221,2025-06,train,310.71,-210.71,314.86,4.149,0.37,3.0,0.37,2.63,-97.0,0.0,0.11,,188.0,80.5,6,Civil Aviation,Ministry of Civil Aviation,NHPC,Unknown,1.0,26075.54,19790.21,314.86,1.0,188.0,0,2025-06,v1.0,v1.0,1
180100242,2025-04,train,302.5,-202.5,145.16,2.452,104.59,95.0,104.59,-9.59,-5.0,,,,161.0,70.0,4,Civil Aviation,Ministry of Civil Aviation,NTPC,Unknown,0.0,8692.97,0.0,0.0,1.0,161.0,0,2025-06,v1.0,v1.0,1
180100242,2025-05,train,303.75,-203.75,,,245.16,100.0,245.16,-145.16,0.0,5.0,-978.03,,161.0,50.0,4,Civil Aviation,Ministry of Civil Aviation,NTPC,Unknown,0.0,8692.97,0.0,0.0,1.0,161.0,0,2025-06,v1.0,v1.0,1
180100242,2025-06,train,305.0,-205.0,,,245.16,100.0,245.16,-145.16,0.0,0.0,0.0,,161.0,60.5,6,Civil Aviation,Ministry of Civil Aviation,NTPC,Unknown,0.0,8692.97,0.0,0.0,1.0,161.0,0,2025-06,v1.0,v1.0,1
210914,2026-07,test,64.81,35.19,0.0,1.0,13.35,15.13,13.35,1.78,-49.68,,,,0.0,38.37,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,Unknown,,,,,,,1,2026-07,v1.0,v1.0,1
220100133,2025-04,train,102.27,-2.27,0.0,1.0,114.36,100.0,114.36,-14.36,0.0,,,,4.0,10.66,0,Civil Aviation,Ministry of Civil Aviation,NR,Unknown,0.0,37012.0,0.0,0.0,0.0,,0,2025-06,v1.0,v1.0,1
220100133,2025-05,train,,,0.0,1.0,114.37,8.0,114.37,-106.37,,-92.0,0.0,,,15.0,2,Civil Aviation,Ministry of Civil Aviation,NR,Unknown,0.0,37012.0,0.0,0.0,0.0,,0,2025-06,v1.0,v1.0,1
220100133,2025-06,train,,,0.0,1.0,114.37,24.0,114.37,-90.37,,16.0,0.0,,,15.0,2,Civil Aviation,Ministry of Civil Aviation,NR,Unknown,0.0,37012.0,0.0,0.0,0.0,,0,2025-06,v1.0,v1.0,1
220100181,2025-04,train,96.85,3.15,95.24,1.952,1.9,100.0,1.9,98.1,3.15,,,,0.0,35.0,2,Civil Aviation,Ministry of Civil Aviation,CR,Unknown,1.0,4957.27,2418.27,95.24,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100181,2025-05,train,97.13,2.87,95.24,1.952,1.96,100.0,1.96,98.04,2.87,0.0,3.0,,0.0,45.5,4,Civil Aviation,Ministry of Civil Aviation,CR,Unknown,1.0,4957.27,2418.27,95.24,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100181,2025-06,train,97.42,2.58,95.24,1.952,1.96,100.0,1.96,98.04,2.58,0.0,0.0,,0.0,45.5,4,Civil Aviation,Ministry of Civil Aviation,CR,Unknown,1.0,4957.27,2418.27,95.24,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100188,2025-04,train,98.51,1.49,-70.12,0.299,261.86,75.0,261.86,-186.86,-23.51,,,,18.0,43.77,4,Civil Aviation,Ministry of Civil Aviation,NR,Unknown,0.0,2018.0,0.0,0.0,1.0,18.0,0,2025-06,v1.0,v1.0,1
220100188,2025-05,train,98.7,1.3,,,100.0,100.0,100.0,0.0,1.3,25.0,438.92,,18.0,18.9,2,Civil Aviation,Ministry of Civil Aviation,NR,Unknown,0.0,2018.0,0.0,0.0,1.0,18.0,0,2025-06,v1.0,v1.0,1
220100188,2025-06,train,98.88,1.12,,,100.0,100.0,100.0,0.0,1.12,0.0,0.0,,18.0,29.4,4,Civil Aviation,Ministry of Civil Aviation,NR,Unknown,0.0,2018.0,0.0,0.0,1.0,18.0,0,2025-06,v1.0,v1.0,1
220100232,2025-04,train,93.27,6.73,-99.29,0.007,3964.2,43.0,3964.2,-3921.2,-50.27,,,,0.0,36.11,2,Civil Aviation,Ministry of Civil Aviation,WCR,Unknown,0.0,63.57,-8850.37,-99.29,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100232,2025-05,train,93.57,6.43,-99.29,0.007,3933.21,43.0,3933.21,-3890.21,-50.57,0.0,-19.7,,0.0,46.74,4,Civil Aviation,Ministry of Civil Aviation,WCR,Unknown,0.0,63.57,-8850.37,-99.29,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100232,2025-06,train,93.86,6.14,-99.29,0.007,3933.21,43.0,3933.21,-3890.21,-50.86,0.0,0.0,,0.0,46.86,4,Civil Aviation,Ministry of Civil Aviation,WCR,Unknown,0.0,63.57,-8850.37,-99.29,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100257,2025-04,train,101.2,-1.2,0.0,1.0,77.23,52.0,77.23,-25.23,-48.0,,,,27.0,48.8,4,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,614.45,0.0,0.0,1.0,27.0,0,2025-06,v1.0,v1.0,1
220100257,2025-05,train,101.51,-1.51,0.0,1.0,78.66,52.0,78.66,-26.66,-48.0,0.0,8.78,,27.0,59.79,6,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,614.45,0.0,0.0,1.0,27.0,0,2025-06,v1.0,v1.0,1
220100257,2025-06,train,101.81,-1.81,0.0,1.0,78.7,52.0,78.7,-26.7,-48.0,0.0,0.22,,27.0,59.81,6,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,614.45,0.0,0.0,1.0,27.0,0,2025-06,v1.0,v1.0,1
220100265,2025-04,train,88.89,11.11,0.0,1.0,0.72,28.0,0.72,27.28,-60.89,,,,0.0,43.07,0,Civil Aviation,Ministry of Civil Aviation,SCR,Unknown,,,,,,,1,2025-06,v1.0,v1.0,1
220100265,2025-05,train,89.21,10.79,0.0,1.0,0.72,28.0,0.72,27.28,-61.21,0.0,0.0,,0.0,53.71,2,Civil Aviation,Ministry of Civil Aviation,SCR,Unknown,,,,,,,1,2025-06,v1.0,v1.0,1
220100265,2025-06,train,89.52,10.48,0.0,1.0,0.72,27.0,0.72,26.28,-62.52,-1.0,0.0,,0.0,54.26,2,Civil Aviation,Ministry of Civil Aviation,SCR,Unknown,,,,,,,1,2025-06,v1.0,v1.0,1
220100272,2025-04,train,132.16,-32.16,117.21,2.172,2.9,100.0,2.9,97.1,0.0,,,,83.0,70.0,4,Civil Aviation,Ministry of Civil Aviation,ER,Unknown,0.0,1188.91,0.0,0.0,1.0,83.0,0,2025-06,v1.0,v1.0,1
220100272,2025-05,train,132.6,-32.6,,,106.36,75.0,106.36,-31.36,-25.0,-25.0,1189.53,,83.0,59.61,6,Civil Aviation,Ministry of Civil Aviation,ER,Unknown,0.0,1188.91,0.0,0.0,1.0,83.0,0,2025-06,v1.0,v1.0,1
220100272,2025-06,train,133.04,-33.04,,,108.0,75.0,108.0,-33.0,-25.0,0.0,19.45,,83.0,60.35,6,Civil Aviation,Ministry of Civil Aviation,ER,Unknown,0.0,1188.91,0.0,0.0,1.0,83.0,0,2025-06,v1.0,v1.0,1
220100284,2025-04,train,94.9,5.1,6.81,1.068,123.71,84.0,123.71,-39.71,-10.9,,,,0.0,23.15,4,Civil Aviation,Ministry of Civil Aviation,ECOR,Unknown,0.0,3550.0,0.0,0.0,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100284,2025-05,train,95.15,4.85,,,143.36,100.0,143.36,-43.36,4.85,16.0,398.73,,0.0,15.0,2,Civil Aviation,Ministry of Civil Aviation,ECOR,Unknown,0.0,3550.0,0.0,0.0,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100284,2025-06,train,95.41,4.59,,,143.36,100.0,143.36,-43.36,4.59,0.0,0.0,,0.0,25.5,4,Civil Aviation,Ministry of Civil Aviation,ECOR,Unknown,0.0,3550.0,0.0,0.0,0.0,0.0,0,2025-06,v1.0,v1.0,1
220100288,2025-04,train,92.96,7.04,-14.3,0.857,124.37,68.7,124.37,-55.67,-24.26,,,,15.0,40.94,4,Civil Aviation,Ministry of Civil Aviation,NFR,Unknown,0.0,14322.79,0.0,0.0,1.0,15.0,0,2025-06,v1.0,v1.0,1
220100288,2025-05,train,93.31,6.69,,,155.24,100.0,155.24,-55.24,6.69,31.3,6969.2,,15.0,30.75,4,Civil Aviation,Ministry of Civil Aviation,NFR,Unknown,0.0,14322.79,0.0,0.0,1.0,15.0,0,2025-06,v1.0,v1.0,1
220100288,2025-06,train,93.66,6.34,,,155.24,100.0,155.24,-55.24,6.34,0.0,0.0,,15.0,41.25,6,Civil Aviation,Ministry of Civil Aviation,NFR,Unknown,0.0,14322.79,0.0,0.0,1.0,15.0,0,2025-06,v1.0,v1.0,1
220100303,2025-04,train,188.57,-88.57,1.0,1.01,109.93,73.0,109.93,-36.93,-27.0,,,,144.0,50.52,4,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,2087.36,20.58,1.0,1.0,144.0,0,2025-06,v1.0,v1.0,1
220100303,2025-05,train,189.29,-89.29,1.0,1.01,111.86,73.0,111.86,-38.86,-27.0,0.0,40.25,,144.0,61.02,6,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,2087.36,20.58,1.0,1.0,144.0,0,2025-06,v1.0,v1.0,1
220100303,2025-06,train,190.0,-90.0,1.0,1.01,117.59,73.0,117.59,-44.59,-27.0,0.0,119.63,,144.0,61.02,6,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,2087.36,20.58,1.0,1.0,144.0,0,2025-06,v1.0,v1.0,1
220100305,2025-04,train,109.96,-9.96,0.0,1.0,123.07,80.0,123.07,-43.07,-20.0,,,,33.0,50.0,4,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,1625.87,0.0,0.0,1.0,33.0,0,2025-06,v1.0,v1.0,1
220100305,2025-05,train,110.36,-10.36,0.0,1.0,123.85,80.0,123.85,-43.85,-20.0,0.0,12.64,,33.0,60.5,6,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,1625.87,0.0,0.0,1.0,33.0,0,2025-06,v1.0,v1.0,1
220100305,2025-06,train,110.76,-10.76,0.0,1.0,125.44,80.0,125.44,-45.44,-20.0,0.0,25.93,,33.0,60.5,6,Civil Aviation,Ministry of Civil Aviation,ECR,Unknown,0.0,1625.87,0.0,0.0,1.0,33.0,0,2025-06,v1.0,v1.0,1
220100314,2025-04,train,97.3,2.7,0.02,1.0,112.91,69.0,112.91,-43.91,-28.3,,,,6.0,33.2,4,Civil Aviation,Ministry of Civil Aviation,WCR,Unknown,0.0,3032.0,0.0,0.0,1.0,6.0,0,2025-06,v1.0,v1.0,1
220100314,2025-05,train,97.64,2.36,,,169.04,100.0,169.04,-69.04,2.36,31.0,1701.26,,6.0,21.3,4,Civil Aviation,Ministry of Civil Aviation,WCR,Unknown,0.0,3032.0,0.0,0.0,1.0,6.0,0,2025-06,v1.0,v1.0,1
220100314,2025-06,train,97.97,2.03,,,169.04,100.0,169.04,-69.04,2.03,0.0,0.0,,6.0,31.8,6,Civil Aviation,Ministry of Civil Aviation,WCR,Unknown,0.0,3032.0,0.0,0.0,1.0,6.0,0,2025-06,v1.0,v1.0,1
220100328,2025-04,train,100.42,-0.42,0.0,1.0,2.07,100.0,2.07,97.93,0.0,,,,12.0,30.1,2,Civil Aviation,Ministry of Civil Aviation,ECOR,Unknown,0.0,1928.07,-0.03,-0.0,1.0,12.0,0,2025-06,v1.0,v1.0,1
220100328,2025-05,train,100.84,-0.84,0.0,1.0,2.07,100.0,2.07,97.93,0.0,0.0,0.0,,12.0,40.6,4,Civil Aviation,Ministry of Civil Aviation,ECOR,Unknown,0.0,1928.07,-0.03,-0.0,1.0,12.0,0,2025-06,v1.0,v1.0,1
220100328,2025-06,train,101.26,-1.26,0.0,1.0,2.07,100.0,2.07,97.93,0.0,0.0,0.0,,12.0,40.6,4,Civil Aviation,Ministry of Civil Aviation,ECOR,Unknown,0.0,1928.07,-0.03,-0.0,1.0,12.0,0,2025-06,v1.0,v1.0,1
222253,2026-06,test,62.96,37.04,0.0,1.0,10.02,0.0,10.02,-10.02,-62.96,,,,0.0,48.45,0,Telecommunications,Department of Telecommunications,East,Uttar Pradesh,,,,,,,1,2026-07,v1.0,v1.0,1
222253,2026-07,test,64.81,35.19,0.0,1.0,10.02,7.65,10.02,-2.37,-57.16,7.65,0.0,,0.0,41.51,0,Telecommunications,Department of Telecommunications,East,Uttar Pradesh,,,,,,,1,2026-07,v1.0,v1.0,1
240484,2026-07,test,52.24,47.76,0.0,1.0,10.0,0.0,10.0,-10.0,-52.24,,,,0.0,35.05,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,Unknown,,,,,,,1,2026-07,v1.0,v1.0,1
245986,2026-07,test,4.55,95.45,0.0,1.0,0.01,1.79,0.01,1.78,-2.76,,,,0.0,18.66,0,Construction,Ministry of Housing & Urban Affairs,Prahladpura to Todi Mod,Rajasthan,,,,,,,1,2026-07,v1.0,v1.0,1
298178,2026-07,test,1.28,98.72,0.0,1.0,2.61,0.02,2.61,-2.59,-1.26,,,,0.0,18.03,0,Coal,Ministry of Power,3x800 MW,Uttar Pradesh,,,,,,,1,2026-07,v1.0,v1.0,1
317725,2026-07,test,49.3,50.7,0.0,1.0,0.0,0.0,0.0,0.0,-49.3,,,,0.0,38.21,0,Telecommunications,Department of Telecommunications,Department of Telecommunications,Unknown,,,,,,,1,2026-07,v1.0,v1.0,1
364934,2026-07,test,42.86,57.14,0.0,1.0,7.04,18.72,7.04,11.68,-24.14,,,,0.0,26.4,0,Metals & Mining,Ministry of Steel,Steel Authority of India Limited (SAIL,West Bengal,,,,,,,1,2026-07,v1.0,v1.0,1
400005,2025-07,train,87.8,12.2,0.0,1.0,91.25,93.0,91.25,1.75,5.2,,,,0.0,6.96,0,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2025-08,train,252.94,-152.94,0.0,1.0,91.79,93.0,91.79,1.21,-7.0,0.0,24.5,,30.0,51.47,4,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2025-09,train,258.82,-158.82,0.0,1.0,92.61,93.0,92.61,0.39,-7.0,0.0,37.33,,30.0,50.82,4,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2025-10,train,264.71,-164.71,0.0,1.0,92.61,93.0,92.61,0.39,-7.0,0.0,0.01,0.0,30.0,50.82,4,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2025-11,train,270.59,-170.59,0.0,1.0,95.0,94.0,95.0,-1.0,-6.0,1.0,108.65,1.0,30.0,38.0,2,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2025-12,train,276.47,-176.47,0.0,1.0,95.87,95.0,95.87,-0.87,-5.0,1.0,39.54,2.0,33.0,38.29,2,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2026-01,train,282.35,-182.35,0.0,1.0,98.59,96.0,98.59,-2.59,-4.0,1.0,123.66,3.0,35.0,36.12,2,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2026-02,val,288.24,-188.24,0.0,1.0,99.0,98.0,99.0,-1.0,-2.0,2.0,18.64,4.0,35.0,35.8,2,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2026-03,val,294.12,-194.12,0.0,1.0,99.5,99.65,99.5,0.15,-0.35,1.65,22.7,4.65,35.0,35.4,2,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400005,2026-04,val,300.0,-200.0,0.0,1.0,99.6,99.9,99.6,0.3,-0.1,0.25,4.58,3.9,35.0,35.32,2,Coal,Ministry of Power,Power Grid Corporation of India Limited [POWERGRID],Gujarat,0.0,4546.26,0.0,0.0,1.0,35.0,0,2026-04,v1.0,v1.0,1
400006,2025-12,train,104.17,-4.17,0.0,1.0,62.42,31.0,62.42,-31.42,-69.0,,,,2.0,50.54,2,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400006,2026-01,train,106.25,-6.25,0.0,1.0,67.11,32.0,67.11,-35.11,-68.0,1.0,37.87,,14.0,54.66,4,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400006,2026-02,val,108.33,-8.33,0.0,1.0,69.93,34.0,69.93,-35.93,-66.0,2.0,22.84,,14.0,54.26,4,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400006,2026-03,val,110.42,-10.42,0.0,1.0,73.73,36.0,73.73,-37.73,-64.0,2.0,30.73,5.0,14.0,53.72,4,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400006,2026-04,val,112.5,-12.5,0.0,1.0,86.67,38.0,86.67,-48.67,-62.0,2.0,104.7,6.0,14.0,51.89,4,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400006,2026-05,test,114.58,-14.58,0.0,1.0,91.9,40.0,91.9,-51.9,-60.0,2.0,42.31,6.0,14.0,51.15,4,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400006,2026-06,test,116.67,-16.67,0.0,1.0,91.9,40.0,91.9,-51.9,-60.0,0.0,0.0,4.0,14.0,61.65,6,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400006,2026-07,test,118.75,-18.75,0.0,1.0,91.9,44.0,91.9,-47.9,-56.0,4.0,0.0,6.0,14.0,51.15,4,Railways,Ministry of Railways,South Eastern Railway [SER] - I,Odisha,0.0,808.99,0.0,0.0,1.0,14.0,0,2026-07,v1.0,v1.0,1
400010,2025-07,train,96.47,3.53,33.33,1.333,66.72,67.0,66.72,0.28,-29.47,,,,0.0,33.6,2,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2025-08,train,223.68,-123.68,33.33,1.333,67.94,71.0,67.94,3.06,-29.0,4.0,7.75,,49.0,56.09,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2025-09,train,226.32,-126.32,33.33,1.333,71.28,71.0,71.28,-0.28,-29.0,0.0,21.43,,49.0,66.21,6,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2025-10,train,228.95,-128.95,33.33,1.333,73.69,77.0,73.69,3.31,-23.0,6.0,15.37,10.0,49.0,55.45,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2025-11,train,231.58,-131.58,33.33,1.333,75.49,78.0,75.49,2.51,-22.0,1.0,11.53,7.0,58.0,55.24,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2025-12,train,234.21,-134.21,33.33,1.333,75.72,78.0,75.72,2.28,-22.0,0.0,1.48,7.0,58.0,65.72,6,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2026-01,train,236.84,-136.84,33.33,1.333,76.91,78.0,76.91,1.09,-22.0,0.0,7.61,1.0,58.0,65.58,6,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2026-02,val,239.47,-139.47,33.33,1.333,76.91,78.0,76.91,1.09,-22.0,0.0,0.04,0.0,58.0,65.58,6,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2026-03,val,242.11,-142.11,33.33,1.333,78.41,78.7,78.41,0.29,-21.3,0.7,9.56,0.7,58.0,54.92,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2026-04,val,244.74,-144.74,33.33,1.333,78.41,78.9,78.41,0.49,-21.1,0.2,0.0,0.9,58.0,54.92,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2026-05,test,247.37,-147.37,33.33,1.333,79.08,79.2,79.08,0.12,-20.8,0.3,4.32,1.2,58.0,54.84,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2026-06,test,250.0,-150.0,33.33,1.333,79.6,83.4,79.6,3.8,-16.6,4.2,3.28,4.7,58.0,54.78,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400010,2026-07,test,252.63,-152.63,33.33,1.333,80.09,88.0,80.09,7.91,-12.0,4.6,3.14,9.1,58.0,54.73,4,Civil Aviation,Ministry of Civil Aviation,Airport Authority of India [AAI],Ladakh,1.0,640.0,160.0,33.33,1.0,58.0,0,2026-07,v1.0,v1.0,1
400012,2025-07,train,94.05,5.95,0.0,1.0,75.32,92.0,75.32,16.68,-2.05,,,,0.0,18.36,0,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,,0.0,10088.0,0.0,0.0,1.0,58.0,0,2026-07,v1.0,v1.0,1
400012,2025-08,train,95.24,4.76,0.0,1.0,76.05,92.0,76.05,15.95,-3.24,0.0,74.1,,0.0,29.36,2,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,,0.0,10088.0,0.0,0.0,1.0,58.0,0,2026-07,v1.0,v1.0,1
400012,2025-09,train,96.43,3.57,0.0,1.0,79.1,93.0,79.1,13.9,-3.43,1.0,307.63,,0.0,18.94,0,Energy Storage,Ministry of Petroleum & Natural Gas,Ministry of Petroleum & Natural Gas,,0.0,10088.0,0.0,0.0,1.0,58.0,0,2026-07,v1.0,v1.0,1
